nome_popular;nome_cientifico;nome_ingles;
mariquita;Setophaga pitiayumi;Tropical Parula;
mariquita-amarela;Setophaga petechia;Yellow Warbler;
mariquita-azul;Setophaga cerulea;Cerulean Warbler;
mariquita-cinza;Myioborus miniatus;Slate-throated Redstart;
mariquita-de-cabeça-parda;Myioborus castaneocapilla;Tepui Redstart;
mariquita-de-connecticut;Geothlypis agilis;Connecticut Warbler;
mariquita-de-garganta-preta;Setophaga virens;Black-throated Green Warbler;
mariquita-de-perna-clara;Setophaga striata;Blackpoll Warbler;
mariquita-de-rabo-vermelho;Setophaga ruticilla;American Redstart;
mariquita-do-tenessi;Leiothlypis peregrina;Tennessee Warbler;
mariquita-papo-de-fogo;Setophaga fusca;Blackburnian Warbler;
mariquita-riscadinha;Mniotilta varia;Black-and-white Warbler;
marreca-ananaí;Amazonetta brasiliensis;Brazilian Teal;
marreca-cabocla;Dendrocygna autumnalis;Black-bellied Whistling-Duck;
marreca-caneleira;Dendrocygna bicolor;Fulvous Whistling-Duck;
marreca-caucau;Nomonyx dominicus;Masked Duck;
marreca-colhereira;Spatula platalea;Red Shoveler;
marreca-colorada;Spatula cyanoptera;Cinnamon Teal;
marreca-cricri;Spatula versicolor;Silver Teal;
marreca-de-asa-azul;Spatula discors;Blue-winged Teal;
marreca-de-cabeça-preta;Heteronetta atricapilla;Black-headed Duck;
marreca-de-coleira;Callonetta leucophrys;Ringed Teal;
marreca-oveira;Mareca sibilatrix;Chiloe Wigeon;
marreca-parda;Anas georgica;Yellow-billed Pintail;
marreca-pardinha;Anas flavirostris;Yellow-billed Teal;
marreca-rabo-de-espinho;Oxyura vittata;Lake Duck;
marreca-toicinho;Anas bahamensis;White-cheeked Pintail;
marrecão;Netta peposaca;Rosy-billed Pochard;
martim-pescador-da-mata;Chloroceryle inda;Green-and-rufous Kingfisher;
martim-pescador-grande;Megaceryle torquata;Ringed Kingfisher;
martim-pescador-miúdo;Chloroceryle aenea;American Pygmy Kingfisher;
martim-pescador-pequeno;Chloroceryle americana;Green Kingfisher;
martim-pescador-verde;Chloroceryle amazona;Amazon Kingfisher;
matracão;Batara cinerea;Giant Antshrike;
maú;Perissocephalus tricolor;Capuchinbird;
maxalalagá;Micropygia schomburgkii;Ocellated Crake;
meia-lua-de-coleira-dupla;Melanopareia bitorquata;Double-collared Crescentchest;
meia-lua-do-cerrado;Melanopareia torquata;Collared Crescentchest;
mergulhão-caçador;Podilymbus podiceps;Pied-billed Grebe;
mergulhão-de-orelha-amarela;Podiceps occipitalis;Silvery Grebe;
mergulhão-de-orelha-branca;Rollandia rolland;White-tufted Grebe;
mergulhão-grande;Podicephorus major;Great Grebe;
mergulhão-pequeno;Tachybaptus dominicus;Least Grebe;
mexeriqueira;Vanellus cayanus;Pied Lapwing;
milhafre-preto;Milvus migrans;Black Kite;
mineirinho;Charitospiza eucosma;Coal-crested Finch;
miudinho;Myiornis auricularis;Eared Pygmy-Tyrant;
mocho-diabo;Asio stygius;Stygian Owl;
mocho-dos-banhados;Asio flammeus;Short-eared Owl;
murucututu;Pulsatrix perspicillata;Spectacled Owl;
murucututu-de-barriga-amarela;Pulsatrix koeniswaldiana;Tawny-browed Owl;
mutum-cavalo;Pauxi tuberosa;Razor-billed Curassow;
mutum-de-bico-vermelho;Crax blumenbachii;Red-billed Curassow;
mutum-de-fava;Crax globulosa;Wattled Curassow;
mutum-de-penacho;Crax fasciolata;Bare-faced Curassow;
mutum-do-nordeste;Pauxi mitu;Alagoas Curassow;
mutum-do-norte;Pauxi tomentosa;Crestless Curassow;
mutum-poranga;Crax alector;Black Curassow;
não-pode-parar;Phylloscartes paulista;Sao Paulo Tyrannulet;
narceja;Gallinago paraguaiae;South American Snipe;
narceja-de-bico-torto;Nycticryphes semicollaris;South American Painted-Snipe;
narcejão;Gallinago undulata;Giant Snipe;
negrinho-do-mato;Amaurospiza moesta;Blackish-blue Seedeater;
neinei;Megarynchus pitangua;Boat-billed Flycatcher;
noivinha;Xolmis irupero;White Monjita;
noivinha-branca;Xolmis velatus;White-rumped Monjita;
noivinha-castanha;Nengetus rubetra;Rusty-backed Monjita;
noivinha-coroada;Nengetus coronatus;Black-crowned Monjita;
noivinha-de-rabo-preto;Heteroxolmis dominicanus;Black-and-white Monjita;
olho-falso;Hemitriccus diops;Drab-breasted Pygmy-Tyrant;
painho-de-barriga-branca;Fregetta grallaria;White-bellied Storm-Petrel;
painho-de-barriga-preta;Fregetta tropica;Black-bellied Storm-Petrel;
painho-de-cauda-furcada;Hydrobates leucorhous;Leach's Storm-Petrel;
papa-capim-americano;Spiza americana;Dickcissel;
papa-capim-cinza;Sporophila intermedia;Gray Seedeater;
papa-capim-de-caquetá;Sporophila murallae;Caqueta Seedeater;
papa-capim-de-coleira;Dolospingus fringilloides;White-naped Seedeater;
papa-capim-de-costas-cinza;Sporophila ardesiaca;Dubois's Seedeater;
papa-capim-preto-e-branco;Sporophila luctuosa;Black-and-white Seedeater;
papa-formiga-barrado;Cymbilaimus lineatus;Fasciated Antshrike;
papa-formiga-de-bando;Microrhopias quixensis;Dot-winged Antwren;
papa-formiga-de-grota;Myrmoderus squamosus;Squamate Antbird;
papa-formiga-de-sobrancelha;Myrmoborus leucophrys;White-browed Antbird;
papa-formiga-de-topete;Pithys albifrons;White-plumed Antbird;
papa-formiga-do-igarapé;Sclateria naevia;Silvered Antbird;
papa-formiga-do-sincorá;Formicivora grantsaui;Sincora Antwren;
papa-formiga-pardo;Formicivora grisea;White-fringed Antwren;
papa-formiga-vermelho;Formicivora rufa;Rusty-backed Antwren;
papa-lagarta-acanelado;Coccyzus melacoryphus;Dark-billed Cuckoo;
papa-lagarta-cinzento;Micrococcyx cinereus;Ash-colored Cuckoo;
papa-lagarta-de-asa-vermelha;Coccyzus americanus;Yellow-billed Cuckoo;
papa-lagarta-de-bico-preto;Coccyzus erythropthalmus;Black-billed Cuckoo;
papa-lagarta-de-euler;Coccyzus euleri;Pearly-breasted Cuckoo;
papa-lagarta-do-mangue;Coccyzus minor;Mangrove Cuckoo;
papa-moscas-canela;Polystictus pectoralis;Bearded Tachuri;
papa-moscas-cinzento;Contopus cinereus;Tropical Pewee;
papa-moscas-de-alder;Empidonax alnorum;Alder Flycatcher;
papa-moscas-de-costas-cinzentas;Polystictus superciliaris;Gray-backed Tachuri;
papa-moscas-de-olheiras;Phylloscartes oustaleti;Oustalet's Tyrannulet;
papa-moscas-do-campo;Culicivora caudacuta;Sharp-tailed Tyrant;
papa-moscas-do-sertão;Stigmatura napensis;Lesser Wagtail-Tyrant;
papa-moscas-estrela;Hemitriccus furcatus;Fork-tailed Pygmy-Tyrant;
papa-moscas-uirapuru;Terenotriccus erythrurus;Ruddy-tailed Flycatcher;
papa-piri;Tachuris rubrigastra;Many-colored Rush Tyrant;
papa-taoca-da-bahia;Pyriglena atra;Fringe-backed Fire-eye;
papa-taoca-de-belém;Pyriglena leuconota;East Amazonian Fire-eye;
papa-taoca-de-pernambuco;Pyriglena pernambucensis;Pernambuco Fire-eye;
papa-taoca-do-pantanal;Pyriglena maura;Western Fire-eye;
papa-taoca-do-sul;Pyriglena leucoptera;White-shouldered Fire-eye;
papa-taoca-do-tapajós;Pyriglena similis;Tapajós Fire-eye;
papagaio-campeiro;Amazona ochrocephala;Yellow-crowned Parrot;
papagaio-charão;Amazona pretrei;Red-spectacled Parrot;
papagaio-da-várzea;Amazona festiva;Festive Parrot;
papagaio-de-bochecha-azul;Amazona dufresniana;Blue-cheeked Parrot;
papagaio-de-cabeça-laranja;Pyrilia aurantiocephala;Bald Parrot;
papagaio-de-cara-roxa;Amazona brasiliensis;Red-tailed Parrot;
papagaio-de-peito-roxo;Amazona vinacea;Vinaceous-breasted Parrot;
papagaio-diadema;Amazona autumnalis;Red-lored Parrot;
papagaio-dos-garbes;Amazona kawalli;Kawall's Parrot;
papagaio-galego;Alipiopsitta xanthops;Yellow-faced Parrot;
papagaio-moleiro;Amazona farinosa;Mealy Parrot;
papagaio-verdadeiro;Amazona aestiva;Turquoise-fronted Parrot;
papinho-amarelo;Piprites chloris;Wing-barred Piprites;
papo-branco;Biatas nigropectus;White-bearded Antshrike;
pararu-azul;Claravis pretiosa;Blue Ground-Dove;
pararu-espelho;Paraclaravis geoffroyi;Purple-winged Ground-Dove;
pardal;Passer domesticus;House Sparrow;
pardela-cinza;Procellaria cinerea;Gray Petrel;
pardela-de-asa-larga;Puffinus lherminieri;Audubon's Shearwater;
pardela-de-barrete;Ardenna gravis;Great Shearwater;
pardela-de-cabo-verde;Puffinus boydi;Boyd's Shearwater;
pardela-de-cauda-curta;Ardenna tenuirostris;Short-tailed Shearwater;
pardela-de-óculos;Procellaria conspicillata;Spectacled Petrel;
pardela-escura;Ardenna grisea;Sooty Shearwater;
pardela-preta;Procellaria aequinoctialis;White-chinned Petrel;
pardela-sombria;Puffinus puffinus;Manx Shearwater;
pardelão-prateado;Fulmarus glacialoides;Southern Fulmar;
pariri;Geotrygon montana;Ruddy Quail-Dove;
pássaro-preto;Gnorimopsar chopi;Chopi Blackbird;
patativa;Sporophila plumbea;Plumbeous Seedeater;
patativa-da-amazônia;Catamenia homochroa;Paramo Seedeater;
patativa-tropeira;Sporophila beltoni;Tropeiro Seedeater;
patinho;Platyrinchus mystaceus;White-throated Spadebill;
patinho-de-asa-castanha;Platyrinchus leucoryphus;Russet-winged Spadebill;
patinho-de-coroa-branca;Platyrinchus platyrhynchos;White-crested Spadebill;
patinho-de-coroa-dourada;Platyrinchus coronatus;Golden-crowned Spadebill;
patinho-escuro;Platyrinchus saturatus;Cinnamon-crested Spadebill;
pato-corredor;Neochen jubata;Orinoco Goose;
pato-de-crista;Sarkidiornis sylvicola;Comb Duck;
pato-do-mato;Cairina moschata;Muscovy Duck;
pato-mergulhão;Mergus octosetaceus;Brazilian Merganser;
paturi-preta;Netta erythrophthalma;Southern Pochard;
pavãozinho-do-pará;Eurypyga helias;Sunbittern;
pavó;Pyroderus scutatus;Red-ruffed Fruitcrow;
pedreiro;Cinclodes pabsti;Long-tailed Cinclodes;
pedreiro-do-espinhaço;Cinclodes espinhacensis;Cipo Cinclodes;
pedreiro-dos-andes;Cinclodes fuscus;Buff-winged Cinclodes;
pedro-ceroulo;Sturnella magna;Eastern Meadowlark;
peitica;Empidonomus varius;Variegated Flycatcher;
peitica-de-chapéu-preto;Griseotyrannus aurantioatrocristatus;Crowned Slaty Flycatcher;
peito-pinhão;Castanozoster thoracicus;Bay-chested Warbling-Finch;
peito-vermelho-grande;Leistes defilippii;Pampas Meadowlark;
peitoril;Atticora fasciata;White-banded Swallow;
peixe-frito;Dromococcyx phasianellus;Pheasant Cuckoo;
peixe-frito-pavonino;Dromococcyx pavoninus;Pavonine Cuckoo;
pelicano;Pelecanus occidentalis;Brown Pelican;
peneireiro-de-dorso-malhado;Falco tinnunculus;Eurasian Kestrel;
perdiz;Rhynchotus rufescens;Red-winged Tinamou;
perdiz-do-mar;Glareola pratincola;Collared Pratincole;
periquitão;Psittacara leucophthalmus;White-eyed Parakeet;
periquito-da-amazônia;Nannopsittaca dachilleae;Amazonian Parrotlet;
periquito-da-caatinga;Eupsittula cactorum;Cactus Parakeet;
periquito-da-campina;Brotogeris versicolurus;White-winged Parakeet;
periquito-de-asa-azul;Brotogeris cyanoptera;Cobalt-winged Parakeet;
periquito-de-asa-dourada;Brotogeris chrysoptera;Golden-winged Parakeet;
periquito-de-bochecha-parda;Eupsittula pertinax;Brown-throated Parakeet;
periquito-de-cabeça-preta;Aratinga nenday;Nanday Parakeet;
periquito-de-cabeça-suja;Aratinga weddellii;Dusky-headed Parakeet;
periquito-de-encontro-amarelo;Brotogeris chiriri;Yellow-chevroned Parakeet;
periquito-dos-tepuis;Nannopsittaca panychlora;Tepui Parrotlet;
periquito-rei;Eupsittula aurea;Peach-fronted Parakeet;
periquito-rico;Brotogeris tirica;Plain Parakeet;
periquito-santo;Forpus passerinus;Green-rumped Parrotlet;
periquito-santo-de-bico-escuro;Forpus sclateri;Dusky-billed Parrotlet;
periquito-santo-do-norte;Forpus modestus;Schomburgk's Parrotlet;
periquito-testinha;Brotogeris sanctithomae;Tui Parakeet;
pernilongo-de-costas-brancas;Himantopus melanurus;White-backed Stilt;
pernilongo-de-costas-negras;Himantopus mexicanus;Black-necked Stilt;
petrel-azul;Halobaena caerulea;Blue Petrel;
petrel-grande;Macronectes giganteus;Southern Giant-Petrel;
petrel-grande-do-norte;Macronectes halli;Northern Giant-Petrel;
petrel-mergulhador;Pelecanoides magellani;Magellanic Diving-Petrel;
petrim;Synallaxis frontalis;Sooty-fronted Spinetail;
pi-puí;Synallaxis cinerascens;Gray-bellied Spinetail;
pia-cobra;Geothlypis aequinoctialis;Masked Yellowthroat;
piau-de-costas-claras;Phoebetria palpebrata;Light-mantled Albatross;
piau-preto;Phoebetria fusca;Sooty Albatross;
pica-pau-amarelo;Celeus flavus;Cream-colored Woodpecker;
pica-pau-avermelhado;Veniliornis affinis;Red-stained Woodpecker;
pica-pau-barrado;Celeus undatus;Waved Woodpecker;
pica-pau-branco;Melanerpes candidus;White Woodpecker;
pica-pau-bufador;Piculus flavigula;Yellow-throated Woodpecker;
pica-pau-chocolate;Celeus elegans;Chestnut Woodpecker;
pica-pau-chorão;Veniliornis mixtus;Checkered Woodpecker;
pica-pau-da-taboca;Celeus obrieni;Kaempfer's Woodpecker;
pica-pau-de-banda-branca;Dryocopus lineatus;Lineated Woodpecker;
pica-pau-de-barriga-preta;Campephilus leucopogon;Cream-backed Woodpecker;
pica-pau-de-barriga-vermelha;Campephilus rubricollis;Red-necked Woodpecker;
pica-pau-de-cabeça-amarela;Celeus flavescens;Blond-crested Woodpecker;
pica-pau-de-cara-canela;Celeus galeatus;Helmeted Woodpecker;
pica-pau-de-colar-dourado;Veniliornis cassini;Golden-collared Woodpecker;
pica-pau-de-coleira;Celeus torquatus;Ringed Woodpecker;
pica-pau-de-garganta-barrada;Piculus capistratus;Bar-throated Woodpecker;
pica-pau-de-garganta-branca;Piculus leucolaemus;White-throated Woodpecker;
pica-pau-de-garganta-pintada;Piculus laemostictus;Spot-throated Woodpecker;
pica-pau-de-peito-pontilhado;Colaptes punctigula;Spot-breasted Woodpecker;
pica-pau-de-sobre-vermelho;Veniliornis kirkii;Red-rumped Woodpecker;
pica-pau-de-testa-branca;Melanerpes cactorum;White-fronted Woodpecker;
pica-pau-de-testa-pintada;Veniliornis maculifrons;Yellow-eared Woodpecker;
pica-pau-de-topete-vermelho;Campephilus melanoleucos;Crimson-crested Woodpecker;
pica-pau-do-campo;Colaptes campestris;Campo Flicker;
pica-pau-dourado;Piculus aurulentus;White-browed Woodpecker;
pica-pau-dourado-de-belém;Piculus paraensis;Belem Woodpecker;
pica-pau-dourado-escuro;Piculus chrysochloros;Golden-green Woodpecker;
pica-pau-dourado-grande;Piculus polyzonus;Atlantic Woodpecker;
pica-pau-lindo;Celeus spectabilis;Rufous-headed Woodpecker;
pica-pau-louro;Celeus lugubris;Pale-crested Woodpecker;
pica-pau-ocráceo;Celeus ochraceus;Ochre-backed Woodpecker;
pica-pau-oliváceo;Colaptes rubiginosus;Golden-olive Woodpecker;
pica-pau-pequeno;Veniliornis passerinus;Little Woodpecker;
pica-pau-rei;Campephilus robustus;Robust Woodpecker;
pica-pau-verde-barrado;Colaptes melanochloros;Green-barred Woodpecker;
pica-pau-verde-carijó;Veniliornis spilogaster;White-spotted Woodpecker;
picaparra;Heliornis fulica;Sungrebe;
picapauzinho-barrado;Picumnus cirratus;White-barred Piculet;
picapauzinho-carijó;Picumnus nebulosus;Mottled Piculet;
picapauzinho-creme;Picumnus castelnau;Plain-breasted Piculet;
picapauzinho-da-caatinga;Picumnus limae;Ochraceous Piculet;
picapauzinho-da-várzea;Picumnus varzeae;Varzea Piculet;
picapauzinho-de-barras-finas;Picumnus subtilis;Fine-barred Piculet;
picapauzinho-de-coleira;Picumnus temminckii;Ochre-collared Piculet;
picapauzinho-de-costas-pintadas;Picumnus buffonii;Buffon's Piculet;
picapauzinho-de-pernambuco;Picumnus pernambucensis;Pernambuco Piculet;
picapauzinho-de-pescoço-branco;Picumnus spilogaster;White-bellied Piculet;
picapauzinho-de-pintas-amarelas;Picumnus exilis;Bahia Piculet;
picapauzinho-do-amazonas;Picumnus lafresnayi;Lafresnaye's Piculet;
picapauzinho-do-orinoco;Picumnus pumilus;Orinoco Piculet;
picapauzinho-dourado;Picumnus aurifrons;Bar-breasted Piculet;
picapauzinho-escamoso;Picumnus albosquamatus;White-wedged Piculet;
picapauzinho-fusco;Picumnus fuscus;Rusty-necked Piculet;
picapauzinho-ondulado;Picumnus undulatus;Undulated Piculet;
picapauzinho-pintado;Picumnus pygmaeus;Spotted Piculet;
picapauzinho-vermelho;Picumnus rufiventris;Rufous-breasted Piculet;
pichororé;Synallaxis ruficapilla;Rufous-capped Spinetail;
pinguim-de-magalhães;Spheniscus magellanicus;Magellanic Penguin;
pinguim-de-penacho-amarelo;Eudyptes chrysocome;Southern Rockhopper Penguin;
pinguim-macaroni;Eudyptes chrysolophus;Macaroni Penguin;
pinguim-rei;Aptenodytes patagonicus;King Penguin;
pintadinho;Drymophila squamata;Scaled Antbird;
pintassilgo;Spinus magellanicus;Hooded Siskin;
pintassilgo-do-nordeste;Spinus yarrellii;Yellow-faced Siskin;
pintassilgo-europeu;Carduelis carduelis;European Goldfinch;
pinto-d'água-carijó;Coturnicops notatus;Speckled Rail;
pinto-do-mato;Cryptopezus nattereri;Speckle-breasted Antpitta;
pinto-do-mato-carijó;Myrmornis torquata;Wing-banded Antbird;
pinto-do-mato-de-cara-preta;Formicarius analis;Black-faced Antthrush;
pinto-do-mato-de-fronte-ruiva;Formicarius rufifrons;Rufous-fronted Antthrush;
piolhinho;Phyllomyias fasciatus;Planalto Tyrannulet;
piolhinho-chiador;Tyranniscus burmeisteri;Rough-legged Tyrannulet;
piolhinho-de-cabeça-cinza;Phyllomyias griseiceps;Sooty-headed Tyrannulet;
piolhinho-do-acre;Phyllomyias weedeni;Yungas Tyrannulet;
piolhinho-do-grotão;Phyllomyias reiseri;Reiser's Tyrannulet;
piolhinho-serrano;Phyllomyias griseocapilla;Gray-capped Tyrannulet;
piolhinho-verdoso;Phyllomyias virescens;Greenish Tyrannulet;
pipira-azul;Cyanicterus cyanicterus;Blue-backed Tanager;
pipira-da-taoca;Eucometis penicillata;Gray-headed Tanager;
pipira-de-asa-branca;Lanio versicolor;White-winged Shrike-Tanager;
pipira-de-bico-vermelho;Lamprospiza melanoleuca;Red-billed Pied Tanager;
pipira-de-máscara;Ramphocelus nigrogularis;Masked Crimson Tanager;
pipira-olivácea;Mitrospingus oleagineus;Olive-backed Tanager;
pipira-parda;Lanio fulvus;Fulvous Shrike-Tanager;
pipira-preta;Tachyphonus rufus;White-lined Tanager;
pipira-vermelha;Ramphocelus carbo;Silver-beaked Tanager;
piru-piru;Haematopus palliatus;American Oystercatcher;
pisa-n'água;Phalaropus tricolor;Wilson's Phalarope;
pisa-n'água-de-bico-grosso;Phalaropus fulicarius;Red Phalarope;
pisa-n'água-de-pescoço-vermelho;Phalaropus lobatus;Red-necked Phalarope;
pitiguari;Cyclarhis gujanensis;Rufous-browed Peppershrike;
piuí-boreal;Contopus cooperi;Olive-sided Flycatcher;
piuí-de-topete;Contopus fumigatus;Smoke-colored Pewee;
piuí-preto;Contopus nigrescens;Blackish Pewee;
piuí-queixado;Contopus albogularis;White-throated Pewee;
piuí-verdadeiro-do-leste;Contopus virens;Eastern Wood-Pewee;
piuí-verdadeiro-do-oeste;Contopus sordidulus;Western Wood-Pewee;
pixoxó;Sporophila frontalis;Buffy-fronted Seedeater;
poaieiro-da-guiana;Zimmerius acer;Guianan Tyrannulet;
poaieiro-de-chico-mendes;Zimmerius chicomendesi;Chico's Tyrannulet;
poaieiro-de-pata-fina;Zimmerius gracilipes;Slender-footed Tyrannulet;
poaieiro-de-sobrancelha;Ornithion inerme;White-lored Tyrannulet;
polícia-do-mato;Granatellus pelzelni;Rose-breasted Chat;
polícia-inglesa-do-norte;Leistes militaris;Red-breasted Meadowlark;
polícia-inglesa-do-sul;Leistes superciliaris;White-browed Meadowlark;
pomba-amargosa;Patagioenas plumbea;Plumbeous Pigeon;
pomba-antártica;Chionis albus;Snowy Sheathbill;
pomba-asa-branca;Patagioenas picazuro;Picazuro Pigeon;
pomba-botafogo;Patagioenas subvinacea;Ruddy Pigeon;
pomba-de-coleira;Patagioenas fasciata;Band-tailed Pigeon;
pomba-do-cabo;Daption capense;Cape Petrel;
pomba-do-orvalho;Patagioenas maculosa;Spot-winged Pigeon;
pomba-galega;Patagioenas cayennensis;Pale-vented Pigeon;
pomba-trocal;Patagioenas speciosa;Scaled Pigeon;
pombo-doméstico;Columba livia;Rock Pigeon;
pompeu;Hylopezus ochroleucus;White-browed Antpitta;
pretinho;Xenopipo atronitens;Black Manakin;
primavera;Nengetus cinereus;Gray Monjita;
príncipe;Pyrocephalus rubinus;Vermilion Flycatcher;
pula-pula;Basileuterus culicivorus;Golden-crowned Warbler;
pula-pula-assobiador;Myiothlypis leucoblephara;White-browed Warbler;
pula-pula-da-guiana;Myiothlypis mesoleuca;Riverside Warbler;
pula-pula-de-cauda-avermelhada;Myiothlypis fulvicauda;Buff-rumped Warbler;
pula-pula-de-duas-fitas;Myiothlypis bivittata;Two-banded Warbler;
pula-pula-de-sobrancelha;Myiothlypis leucophrys;White-striped Warbler;
pula-pula-ribeirinho;Myiothlypis rivularis;Neotropical River Warbler;
puruchém;Synallaxis cherriei;Chestnut-throated Spinetail;
quem-te-vestiu;Poospiza nigrorufa;Black-and-rufous Warbling-Finch;
quero-quero;Vanellus chilensis;Southern Lapwing;
quete-do-sudeste;Microspingus lateralis;Buff-throated Warbling-Finch;
quete-do-sul;Microspingus cabanisi;Gray-throated Warbling-Finch;
quetzal-pavão;Pharomachrus pavoninus;Pavonine Quetzal;
quiriquiri;Falco sparverius;American Kestrel;
rabo-amarelo;Thripophaga macroura;Striated Softtail;
rabo-branco-acanelado;Phaethornis pretrei;Planalto Hermit;
rabo-branco-amarelo;Phaethornis philippii;Needle-billed Hermit;
rabo-branco-cinza;Phaethornis hispidus;White-bearded Hermit;
rabo-branco-cinza-claro;Phaethornis augusti;Sooty-capped Hermit;
rabo-branco-de-barriga-cinza;Phaethornis major;Ash-bellied Hermit;
rabo-branco-de-barriga-fulva;Phaethornis subochraceus;Buff-bellied Hermit;
rabo-branco-de-bico-grande;Phaethornis malaris;Great-billed Hermit;
rabo-branco-de-bico-reto;Phaethornis bourcieri;Straight-billed Hermit;
rabo-branco-de-bigodes;Phaethornis superciliosus;Long-tailed Hermit;
rabo-branco-de-cauda-larga;Anopetia gounellei;Broad-tipped Hermit;
rabo-branco-de-garganta-cinza;Phaethornis griseogularis;Gray-chinned Hermit;
rabo-branco-de-garganta-rajada;Phaethornis eurynome;Scale-throated Hermit;
rabo-branco-de-margarette;Phaethornis margarettae;Margaretta's Hermit;
rabo-branco-de-sobre-amarelo;Phaethornis nattereri;Cinnamon-throated Hermit;
rabo-branco-do-maranhão;Phaethornis maranhaoensis;Maranhao Hermit;
rabo-branco-do-rupununi;Phaethornis rupurumii;Streak-throated Hermit;
rabo-branco-do-tapajós;Phaethornis aethopygus;Tapajos Hermit;
rabo-branco-mirim;Phaethornis idaliae;Minute Hermit;
rabo-branco-pequeno;Phaethornis squalidus;Dusky-throated Hermit;
rabo-branco-rubro;Phaethornis ruber;Reddish Hermit;
rabo-de-arame;Pipra filicauda;Wire-tailed Manakin;
rabo-de-espinho;Discosura langsdorffi;Black-bellied Thorntail;
rabo-de-palha-de-bico-laranja;Phaethon lepturus;White-tailed Tropicbird;
rabo-de-palha-de-bico-vermelho;Phaethon aethereus;Red-billed Tropicbird;
rabo-de-palha-de-cauda-vermelha;Phaethon rubricauda;Red-tailed Tropicbird;
rabo-mole-da-serra;Embernagra longicauda;Pale-throated Pampa-Finch;
rabudinho;Leptasthenura platensis;Tufted Tit-Spinetail;
rapazinho-carijó;Tamatia tamatia;Spotted Puffbird;
rapazinho-de-boné-vermelho;Cyphos macrodactylus;Chestnut-capped Puffbird;
rapazinho-de-colar;Bucco capensis;Collared Puffbird;
rapazinho-do-chaco;Nystalus striatipectus;Chaco Puffbird;
rapazinho-dos-velhos;Nystalus maculatus;Spot-backed Puffbird;
rapazinho-estriado-de-rondônia;Nystalus striolatus;Natterer's Striolated Puffbird;
rapazinho-estriado-do-leste;Nystalus torridus;Eastern Striolated-Puffbird;
rapazinho-estriado-do-oeste;Nystalus obamai;Western Striolated-Puffbird;
rei-do-bosque;Pheucticus aureoventris;Black-backed Grosbeak;
rendadinho;Willisornis poecilinotus;Common Scale-backed Antbird;
rendadinho-do-xingu;Willisornis vidua;Xingu Scale-backed Antbird;
rendeira;Manacus manacus;White-bearded Manakin;
risadinha;Camptostoma obsoletum;Southern Beardless-Tyrannulet;
rolinha-cinzenta;Columbina passerina;Common Ground-Dove;
rolinha-de-asa-canela;Columbina minuta;Plain-breasted Ground-Dove;
rolinha-do-planalto;Columbina cyanopis;Blue-eyed Ground-Dove;
rolinha-fogo-apagou;Columbina squammata;Scaled Dove;
rolinha-picuí;Columbina picui;Picui Ground-Dove;
rolinha-roxa;Columbina talpacoti;Ruddy Ground-Dove;
rolinha-vaqueira;Uropelia campestris;Long-tailed Ground-Dove;
rouxinol-do-rio-negro;Icterus chrysocephalus;Moriche Oriole;
sabiá-barranco;Turdus leucomelas;Pale-breasted Thrush;
sabiá-bicolor;Turdus hauxwelli;Hauxwell's Thrush;
sabiá-castanho;Cichlopsis leucogenys;Rufous-brown Solitaire;
sabiá-cica;Triclaria malachitacea;Blue-bellied Parrot;
sabiá-coleira;Turdus albicollis;White-necked Thrush;
sabiá-da-mata;Turdus fumigatus;Cocoa Thrush;
sabiá-da-praia;Mimus gilvus;Tropical Mockingbird;
sabiá-da-várzea;Turdus sanchezorum;Varzea Thrush;
sabiá-de-cabeça-preta;Turdus olivater;Black-hooded Thrush;
sabiá-do-banhado;Embernagra platensis;Great Pampa-Finch;
sabiá-do-campo;Mimus saturninus;Chalk-browed Mockingbird;
sabiá-ferreiro;Turdus subalaris;Eastern Slaty Thrush;
sabiá-laranjeira;Turdus rufiventris;Rufous-bellied Thrush;
sabiá-pimenta;Carpornis melanocephala;Black-headed Berryeater;
sabiá-poca;Turdus amaurochalinus;Creamy-bellied Thrush;
sabiá-preto;Turdus leucops;Pale-eyed Thrush;
sabiá-ruivo;Turdus iliacus;Redwing;
sabiá-una;Turdus flavipes;Yellow-legged Thrush;
sabiazinho-de-bico-laranja;Catharus aurantiirostris;Orange-billed Nightingale-thrush;
sabiazinho-de-cara-cinza;Catharus minimus;Gray-cheeked Thrush;
sabiazinho-de-óculos;Catharus swainsoni;Olive-backed Thrush;
sabiazinho-norte-americano;Catharus fuscescens;Veery;
saci;Tapera naevia;Striped Cuckoo;
saí-amarela;Dacnis flaviventer;Yellow-bellied Dacnis;
saí-andorinha;Tersina viridis;Swallow Tanager;
saí-azul;Dacnis cayana;Blue Dacnis;
saí-canário;Thlypopsis sordida;Orange-headed Tanager;
saí-de-barriga-branca;Dacnis albiventris;White-bellied Dacnis;
saí-de-bico-curto;Cyanerpes nitidus;Short-billed Honeycreeper;
saí-de-máscara-preta;Dacnis lineata;Black-faced Dacnis;
saí-de-perna-amarela;Cyanerpes caeruleus;Purple Honeycreeper;
saí-de-pernas-pretas;Dacnis nigripes;Black-legged Dacnis;
saí-verde;Chlorophanes spiza;Green Honeycreeper;
saíra-amarela;Stilpnia cayana;Burnished-buff Tanager;
saíra-apunhalada;Nemosia rourei;Cherry-throated Tanager;
saíra-beija-flor;Cyanerpes cyaneus;Red-legged Honeycreeper;
